SF,direction,SF1
Dyffryn_Gardens,N,Creigiau_Pharmacy
Dyffryn_Gardens,NE,Sluice
Dyffryn_Gardens,NE,Greenwood_Lane
Dyffryn_Gardens,NE,Filter_Beds
Dyffryn_Gardens,N,Choice
Dyffryn_Gardens,NE,Playin_Field
Dyffryn_Gardens,NE,K-F-C_Ltd
Dyffryn_Gardens,NE,Tennis_Courts
Dyffryn_Gardens,NE,Culver_Holdings_Plc
Dyffryn_Gardens,NE,Maplin_Electronics
Dyffryn_Gardens,NE,Plymouth_Arms
Dyffryn_Gardens,NE,Ladbrokes_Plc
Dyffryn_Gardens,NE,R_A_S
Dyffryn_Gardens,NE,McDonalds_Restaurant
Dyffryn_Gardens,N,The_Surgery
Dyffryn_Gardens,NE,Bus_Depot
Eastbrook_railway_station,N,Cardiff_International_Sports_Stadium
Eastbrook_railway_station,NW,St_Fagans_Castle
Eastbrook_railway_station,NW,St_Fagans_National_History_Museum
Eastbrook_railway_station,NE,Cardiff_Central_railway_station
Eastbrook_railway_station,N,Danescourt_railway_station
Eastbrook_railway_station,SE,Alberta_Place_Halt_railway_station
Eastbrook_railway_station,SW,Barry_Power_Station
Eastbrook_railway_station,NE,Cogan_railway_station
Eastbrook_railway_station,SW,Dinas_Powys_railway_station
Eastbrook_railway_station,E,Dingle_Road_railway_station
Eastbrook_railway_station,NE,Ing_Direct
Eastbrook_railway_station,NW,Culver_Financial_Management
Eastbrook_railway_station,NE,Way_Ahead
Eastbrook_railway_station,NW,Water_Wheel
Eastbrook_railway_station,N,Hadfield_Road
Eastbrook_railway_station,NW,Wildwood_Ecology_Ltd
Eastbrook_railway_station,NE,Wharf-Disused
Eastbrook_railway_station,NE,Pure_Gym
Eastbrook_railway_station,NW,Sluice
Eastbrook_railway_station,NE,Signal_Light
Eastbrook_railway_station,NE,Appletree_Nursery
Eastbrook_railway_station,NE,Frankie_&_Bennys
Eastbrook_railway_station,NE,B_T_Data_Centre_Cardiff_Bay
Eastbrook_railway_station,NE,Vue_Cinemas
Eastbrook_railway_station,N,Playin_Field
Eastbrook_railway_station,NE,Ben_&_Jerrys
Eastbrook_railway_station,NW,Tennis_Courts
Eastbrook_railway_station,NW,Culver_Holdings_Plc
Eastbrook_railway_station,NE,Cardiff_Bay_Yacht_Club
Eastbrook_railway_station,NE,Watkiss_Way-2
Efail_Isaf_railway_station,SE,Castell_Coch
Efail_Isaf_railway_station,S,Creigiau_railway_station
Efail_Isaf_railway_station,SW,Beddau_Halt_railway_station
Efail_Isaf_railway_station,N,Church_Village_Halt_railway_station
Efail_Isaf_railway_station,E,Caerphilly_railway_station
Efail_Isaf_railway_station,SE,Electricity_Sub_Station
Efail_Isaf_railway_station,E,Chris_Leach_&_Associates_Ltd
Efail_Isaf_railway_station,E,Garth_Olwg
Efail_Isaf_railway_station,SE,Pylon
Efail_Isaf_railway_station,SE,Llys_Enfys
Efail_Isaf_railway_station,E,Devine_Wines_Ltd
Efail_Isaf_railway_station,SE,Ion_Graphic
Efail_Isaf_railway_station,S,Creigiau_Pharmacy
Efail_Isaf_railway_station,SE,Ashvale_Contractors_Ltd
Efail_Isaf_railway_station,S,Choice
Efail_Isaf_railway_station,S,Refuse_Tip-Disused
Efail_Isaf_railway_station,SE,Tumulus
Efail_Isaf_railway_station,SE,Foot_Bridge
Efail_Isaf_railway_station,SE,S-G_Recruitment_Services
Efail_Isaf_railway_station,SE,Ynys_Bridge
Efail_Isaf_railway_station,E,Quarry_Disused
Efail_Isaf_railway_station,S,The_Surgery
Efail_Isaf_railway_station,S,Tynycoed_Farm_Independant_Hospital
Efail_Isaf_railway_station,E,Lay-By
Firing_Line_Cardiff_Castle_Museum_of_the_Welsh_Soldier,SW,Cardiff_Arms_Park
Firing_Line_Cardiff_Castle_Museum_of_the_Welsh_Soldier,E,Cardiff_town_walls
Firing_Line_Cardiff_Castle_Museum_of_the_Welsh_Soldier,NE,National_Museum_Cardiff
Firing_Line_Cardiff_Castle_Museum_of_the_Welsh_Soldier,E,St_Davids_Cardiff
Firing_Line_Cardiff_Castle_Museum_of_the_Welsh_Soldier,S,National_Car_Parks_Plc
Firing_Line_Cardiff_Castle_Museum_of_the_Welsh_Soldier,S,Way_Ahead
Firing_Line_Cardiff_Castle_Museum_of_the_Welsh_Soldier,SW,Rugby_Football_Ground
Firing_Line_Cardiff_Castle_Museum_of_the_Welsh_Soldier,W,Other_Roads_Films
Firing_Line_Cardiff_Castle_Museum_of_the_Welsh_Soldier,NE,Kingsway
Firing_Line_Cardiff_Castle_Museum_of_the_Welsh_Soldier,NW,Drinking_Fountain
Firing_Line_Cardiff_Castle_Museum_of_the_Welsh_Soldier,S,Castle_Ka
Firing_Line_Cardiff_Castle_Museum_of_the_Welsh_Soldier,E,The_Works
Firing_Line_Cardiff_Castle_Museum_of_the_Welsh_Soldier,N,Water
Helmont_House,S,Altolusso
Helmont_House,NW,Capitol_Centre
Helmont_House,W,St_Davids_Cardiff
Helmont_House,S,Ty_Pont_Haearn
Helmont_House,NW,Driving_Test_Centre-Cardiff
Helmont_House,NE,Subway
Helmont_House,S,Mosaica_Medi__&_Marketing
Helmont_House,SW,The_Golden_Cross
Helmont_House,S,Peverel_Services_Ltd
Helmont_House,NW,Everyday_Loans_Ltd
Helmont_House,SE,Adam_Street
Helmont_House,NW,Little_Tiger
Helmont_House,NW,Terrence_Higgins_Trust
Helmont_House,S,Tracing_Direct_Ltd
Helmont_House,S,Pipelines
Helmont_House,SW,Bute_Terrace
Helmont_House,NW,Hair_Essentials_Ltd
Hilton_Cardiff,S,Cardiff_Story
Hilton_Cardiff,S,Cardiff_town_walls
Hilton_Cardiff,SW,Firing_Line_Cardiff_Castle_Museum_of_the_Welsh_Soldier
Hilton_Cardiff,W,Kingsway
Hilton_Cardiff,NE,Statue
Hilton_Cardiff,E,Henrys_Cafe_Bar
Hilton_Cardiff,E,Vitality_Gym_&_Health_Club
Hilton_Cardiff,W,Drinking_Fountain
Hilton_Cardiff,NE,Statue-1
Hilton_Cardiff,S,The_Works
Hilton_Cardiff,W,Water
Holland_House_Cardiff,SW,Capitol_Centre
Holland_House_Cardiff,E,Childrens_Hospital_for_Wales
Holland_House_Cardiff,SW,Motorpoint_Arena_Cardiff
Holland_House_Cardiff,W,National_Museum_Cardiff
Holland_House_Cardiff,NE,Public_Telephone
Holland_House_Cardiff,SW,Driving_Test_Centre-Cardiff
Holland_House_Cardiff,E,Back_on_the_Move
Holland_House_Cardiff,SW,Subway
Holland_House_Cardiff,NW,Llys_Enfys
Holland_House_Cardiff,W,Statue
Holland_House_Cardiff,SW,Mosaica_Medi__&_Marketing
Holland_House_Cardiff,SW,Peverel_Services_Ltd
Holland_House_Cardiff,SW,Everyday_Loans_Ltd
Holland_House_Cardiff,NW,Budd_Electrical_Spares_Department
Holland_House_Cardiff,NW,Ty_Maeth
Holland_House_Cardiff,SE,Cash_Machine-Bank_Machine_Limited
Holland_House_Cardiff,SE,Tommys_Bar_Uwic
Holland_House_Cardiff,SW,Little_Tiger
Holland_House_Cardiff,SW,Terrence_Higgins_Trust
Holland_House_Cardiff,SW,Tracing_Direct_Ltd
Holland_House_Cardiff,NW,Royal_College_of_Nursing
Holland_House_Cardiff,E,System_Street_MOT_Station
Holland_House_Cardiff,S,Haul-4_U
Holland_House_Cardiff,NE,Cardiff_Alcohol_&_Drugs_Team
Holland_House_Cardiff,NW,Monmouth_House
Holland_House_Cardiff,SW,Pipelines
Holland_House_Cardiff,W,Statue-1
Holland_House_Cardiff,S,Interior_Design_&_C-A-D_Workshops
Holland_House_Cardiff,SW,Hair_Essentials_Ltd
Holland_House_Cardiff,SW,Thompsons_Solicitors_LLP
Holland_House_Cardiff,NE,Community_Addictions_Unit
Holland_House_Cardiff,NW,Royal_College_of_Nursing-Welsh_Board
Holland_House_Cardiff,NW,King_Georges_Field_Playing_Fields
Kingsway_Shopping_Centre,W,Allt-yr-yn
Kingsway_Shopping_Centre,W,Bassaleg_Junction_railway_station
Kingsway_Shopping_Centre,NE,Caerleon_railway_station
Kingsway_Shopping_Centre,NE,Celtic_Manor_Resort
Llanishen_Reservoir,S,Capitol_Centre
Llanishen_Reservoir,S,Childrens_Hospital_for_Wales
Llanishen_Reservoir,S,Helmont_House
Llanishen_Reservoir,S,Holland_House_Cardiff
Llanishen_Reservoir,S,Cardiff_Queen_Street_railway_station
Llanishen_Reservoir,NE,Bassaleg_Junction_railway_station
Llanishen_Reservoir,NE,Kingsway_Shopping_Centre
Llanishen_Reservoir,S,Public_Telephone
Llanishen_Reservoir,E,Pontyprennau_Pharmacy
Llanishen_Reservoir,NE,Fort_Castle_Field
Llanishen_Reservoir,SW,Let_Wise
Llanishen_Reservoir,S,Subway
Llanishen_Reservoir,W,Llys_Enfys
Llanishen_Reservoir,E,Hackerford_Rd
Llanishen_Reservoir,S,Celyn_Avenue
Llanishen_Reservoir,W,Ion_Graphic
Llanishen_Reservoir,SW,Budd_Electrical_Spares_Department
Llanishen_Reservoir,W,Reservoir_Covered
Llanishen_Reservoir,S,Ty_Maeth
Llanishen_Reservoir,S,Cash_Machine-Bank_Machine_Limited
Llanishen_Reservoir,S,Tommys_Bar_Uwic
Llanishen_Reservoir,W,St_Isan
Llanishen_Reservoir,S,Allotment_Gardens
Llanishen_Reservoir,S,Royal_College_of_Nursing
Llanishen_Reservoir,S,System_Street_MOT_Station
Llanishen_Reservoir,S,Cardiff_Alcohol_&_Drugs_Team
Llanishen_Reservoir,SW,Celtic_Road
Llanishen_Reservoir,SW,Geoff_Flynn
Llanishen_Reservoir,S,Monmouth_House
Llanishen_Reservoir,E,R_M_Guy_Gas_Services_Ltd
Llanishen_Reservoir,SW,C_G_Rees_Supply_Ltd
Llanishen_Reservoir,N,Howard_J_Weare_&_Co
Llanishen_Reservoir,W,Denison
Llanishen_Reservoir,SW,Hall_Bookkeeping
Llanishen_Reservoir,E,Community_Centre
Llanishen_Reservoir,S,Multiple_Sclerosis_Society
Llanishen_Reservoir,E,Subway-1
Llanishen_Reservoir,E,Display_One_Ltd
Llanishen_Reservoir,W,Schools_Into_Europe
Llanishen_Reservoir,S,Thompsons_Solicitors_LLP
Llanishen_Reservoir,S,Community_Addictions_Unit
Llanishen_Reservoir,S,Royal_College_of_Nursing-Welsh_Board
Llanishen_Reservoir,E,Pelcare_Ltd
Llanishen_Reservoir,SW,King_Georges_Field_Playing_Fields
Llanishen_Reservoir,E,Pump
Llanishen_Reservoir,SW,Three_Arches_Ave
Llanishen_Reservoir,S,Miranda_Parsons
Llanishen_Reservoir,NW,Lay-By
Llantwit_Major_Roman_Villa,SE,Aberthaw_High_Level_railway_station
Llantwit_Major_Roman_Villa,SE,Aberthaw_Low_Level_railway_station
Llantwit_Major_Roman_Villa,SE,Aberthaw_power_stations
Llantwit_Major_Roman_Villa,SW,Atlantic_College_Lifeboat_Station
Llantwit_Major_Roman_Villa,NE,Cowbridge_railway_station
Lluest-wen_Reservoir,E,Aberaman_railway_station
Lluest-wen_Reservoir,E,Abercwmboi_Halt_railway_station
Lluest-wen_Reservoir,E,Aberdare_Low_Level_railway_station
Lluest-wen_Reservoir,E,Aberdare_railway_station
Lluest-wen_Reservoir,E,Abernant_railway_station
Meridian_Gate_Cardiff,NE,Altolusso
Meridian_Gate_Cardiff,NW,Cardiff_Story
Meridian_Gate_Cardiff,NE,Helmont_House
Meridian_Gate_Cardiff,N,St_Davids_Cardiff
Meridian_Gate_Cardiff,S,Ing_Direct
Meridian_Gate_Cardiff,W,Way_Ahead
Meridian_Gate_Cardiff,SE,Hollywood_Bowl
Meridian_Gate_Cardiff,SE,Lloyd_George_Avenue
Meridian_Gate_Cardiff,NE,Mosaica_Medi__&_Marketing
Meridian_Gate_Cardiff,NW,The_Golden_Cross
Meridian_Gate_Cardiff,SE,Grosvenor_Casinos
Meridian_Gate_Cardiff,NE,Peverel_Services_Ltd
Meridian_Gate_Cardiff,SE,Cash_Machine-TRM_Corporation
Meridian_Gate_Cardiff,S,Stephen_Doughty_MP-Cardiff_South_&_Penarth
Meridian_Gate_Cardiff,W,Pure_Gym
Meridian_Gate_Cardiff,E,Signal_Light
Meridian_Gate_Cardiff,NE,Tracing_Direct_Ltd
Meridian_Gate_Cardiff,S,Recreation_Ground
Meridian_Gate_Cardiff,S,Bishop_&_Olden_Solicitors
Meridian_Gate_Cardiff,W,Vue_Cinemas
Meridian_Gate_Cardiff,N,Bute_Terrace
Meridian_Gate_Cardiff,SE,Bar
Meridian_Gate_Cardiff,W,Ben_&_Jerrys
Meridian_Gate_Cardiff,S,Adelaide_Street
Meridian_Gate_Cardiff,S,Institute_of_Welsh_Affairs
Meridian_Gate_Cardiff,S,Depot
Mermaid_Quay,N,Meridian_Gate_Cardiff
Mermaid_Quay,W,Road_Tunnel
Mermaid_Quay,S,Mermaid_Quay_Waterbus
Mermaid_Quay,N,The_Golden_Cross
Mermaid_Quay,NW,Stephen_Doughty_MP-Cardiff_South_&_Penarth
Mermaid_Quay,SW,Cadwyn_Capital_LLP
Mermaid_Quay,SE,Flagstaff
Mermaid_Quay,SW,Travelling_Crane
Mermaid_Quay,N,Fountain
Mermaid_Quay,W,Adelaide_Street
Mermaid_Quay,E,B_B_C_Political_Group
Mermaid_Quay,N,Craft_in_the_Bay
Mermaid_Quay,N,Makers_Guild_in_Wales_Craft_in_the_Bay
Mermaid_Quay,E,Welsh_Liberal_Democrats
Mermaid_Quay,N,The_Makers_Guild
Mermaid_Quay,SW,Graving_Dock_No-3
Mermaid_Quay,N,Depot
Mermaid_Quay,S,Cadwaladers_Ice_Cream
Millennium_Stadium,E,Altolusso
Millennium_Stadium,N,Cardiff_Arms_Park
Millennium_Stadium,W,Cardiff_Athletics_Stadium
Millennium_Stadium,W,Cardiff_City_Stadium
Millennium_Stadium,NE,Cardiff_Story
Millennium_Stadium,N,Firing_Line_Cardiff_Castle_Museum_of_the_Welsh_Soldier
Millennium_Stadium,E,Meridian_Gate_Cardiff
Millennium_Stadium,E,Motorpoint_Arena_Cardiff
Millennium_Stadium,N,National_Car_Parks_Plc
Millennium_Stadium,SE,Business_Centre
Millennium_Stadium,E,Way_Ahead
Millennium_Stadium,N,Rugby_Football_Ground
Millennium_Stadium,W,Canton_Rugby_&_Athletic_Club
Millennium_Stadium,SE,Taxi_Vans_Cardiff
Millennium_Stadium,E,Mosaica_Medi__&_Marketing
Millennium_Stadium,E,The_Golden_Cross
Millennium_Stadium,E,Peverel_Services_Ltd
Millennium_Stadium,SE,Cardiff_House_Clearance
Millennium_Stadium,W,Jubilee_Park
Millennium_Stadium,SE,Pure_Gym
Millennium_Stadium,E,Tracing_Direct_Ltd
Millennium_Stadium,N,Castle_Ka
Millennium_Stadium,E,Pipelines
Millennium_Stadium,SE,Vue_Cinemas
Millennium_Stadium,E,Bute_Terrace
Millennium_Stadium,SE,Sewage_Pumping_Station
Millennium_Stadium,SE,Ben_&_Jerrys
Millennium_Stadium,SE,Lagoons_&_Wetlands_Nature_Reserve
Millennium_Stadium,W,Ladbrokes_Plc
Millennium_Stadium,W,R_A_S
Millennium_Stadium,SW,Bus_Depot
Millennium_Stadium,SE,Play_Ground
Motorpoint_Arena_Cardiff,SW,Altolusso
Motorpoint_Arena_Cardiff,N,Capitol_Centre
Motorpoint_Arena_Cardiff,N,Helmont_House
Motorpoint_Arena_Cardiff,N,Driving_Test_Centre-Cardiff
Motorpoint_Arena_Cardiff,N,Everyday_Loans_Ltd
Motorpoint_Arena_Cardiff,E,Adam_Street
Motorpoint_Arena_Cardiff,N,Little_Tiger
Motorpoint_Arena_Cardiff,N,Terrence_Higgins_Trust
Motorpoint_Arena_Cardiff,SW,Signal_Light
Motorpoint_Arena_Cardiff,NE,Pipelines
Motorpoint_Arena_Cardiff,N,Hair_Essentials_Ltd
Mynydd_William_Meyrick,NE,Aberaman_railway_station
Mynydd_William_Meyrick,NE,Aberdare_Low_Level_railway_station
Mynydd_William_Meyrick,NE,Aberdare_railway_station
Mynydd_William_Meyrick,E,Clydach_Vale
Mynydd_William_Meyrick,E,Dinas_Rhondda_railway_station
Mynydd_William_Meyrick,NE,Athletic_Ground_Aberdare
Mynydd_William_Meyrick,N,Lluest-wen_Reservoir
National_Museum_Cardiff,S,Hilton_Cardiff
National_Museum_Cardiff,SW,Kingsway
National_Museum_Cardiff,S,Statue
National_Museum_Cardiff,SW,Drinking_Fountain
National_Museum_Cardiff,SE,Statue-1
National_Museum_Cardiff,SW,Water
National_Museum_Cardiff,SE,Thompsons_Solicitors_LLP
New_Theatre_Cardiff,SE,Capitol_Centre
New_Theatre_Cardiff,SW,Cardiff_town_walls
New_Theatre_Cardiff,W,Hilton_Cardiff
New_Theatre_Cardiff,E,Holland_House_Cardiff
New_Theatre_Cardiff,NW,National_Museum_Cardiff
New_Theatre_Cardiff,SE,Cardiff_Queen_Street_railway_station
New_Theatre_Cardiff,S,Castle_Quarter
New_Theatre_Cardiff,NW,Cathays_railway_station
New_Theatre_Cardiff,E,Public_Telephone
New_Theatre_Cardiff,SE,Driving_Test_Centre-Cardiff
New_Theatre_Cardiff,SE,Subway
New_Theatre_Cardiff,NW,Statue
New_Theatre_Cardiff,SE,Henrys_Cafe_Bar
New_Theatre_Cardiff,SE,Everyday_Loans_Ltd
New_Theatre_Cardiff,SE,Vitality_Gym_&_Health_Club
New_Theatre_Cardiff,SE,Little_Tiger
New_Theatre_Cardiff,SE,Terrence_Higgins_Trust
New_Theatre_Cardiff,E,Cardiff_Alcohol_&_Drugs_Team
New_Theatre_Cardiff,NW,Statue-1
New_Theatre_Cardiff,SE,Hair_Essentials_Ltd
New_Theatre_Cardiff,SW,The_Works
New_Theatre_Cardiff,E,Community_Addictions_Unit
Pierhead_Building,W,Mermaid_Quay
Pierhead_Building,SE,Lock
Pierhead_Building,SW,Mermaid_Quay_Waterbus
Pierhead_Building,NE,Scott_Harbour
Pierhead_Building,NE,Haul-4_U
Pierhead_Building,S,Flagstaff
Pierhead_Building,E,Y_Senedd
Pierhead_Building,NE,B_B_C_Political_Group
Pierhead_Building,NE,Welsh_Liberal_Democrats
Pierhead_Building,SW,Cadwaladers_Ice_Cream
RAF_Pengam_Moors,W,Childrens_Hospital_for_Wales
RAF_Pengam_Moors,W,Helmont_House
RAF_Pengam_Moors,NW,Llanishen_Reservoir
RAF_Pengam_Moors,SW,Pierhead_Building
RAF_Pengam_Moors,W,Ty_Pont_Haearn
RAF_Pengam_Moors,SW,Wales_Millennium_Centre
RAF_Pengam_Moors,SW,Cardiff_Bay_Barrage
RAF_Pengam_Moors,W,Cardiff_Central_railway_station
RAF_Pengam_Moors,W,Cardiff_Queen_Street_railway_station
RAF_Pengam_Moors,NW,Cefn_Onn_Halt_railway_station
RAF_Pengam_Moors,SW,Alberta_Place_Halt_railway_station
RAF_Pengam_Moors,W,Public_Telephone
RAF_Pengam_Moors,SW,Lock
RAF_Pengam_Moors,W,Ing_Direct
RAF_Pengam_Moors,N,Pontyprennau_Pharmacy
RAF_Pengam_Moors,SW,Hollywood_Bowl
RAF_Pengam_Moors,W,Back_on_the_Move
RAF_Pengam_Moors,SW,Lloyd_George_Avenue
RAF_Pengam_Moors,W,Subway
RAF_Pengam_Moors,SW,Grosvenor_Casinos
RAF_Pengam_Moors,NW,Hackerford_Rd
RAF_Pengam_Moors,NW,Celyn_Avenue
RAF_Pengam_Moors,SW,Cash_Machine-TRM_Corporation
RAF_Pengam_Moors,W,Adam_Street
RAF_Pengam_Moors,W,Cash_Machine-Bank_Machine_Limited
RAF_Pengam_Moors,N,Sundial
RAF_Pengam_Moors,W,Tommys_Bar_Uwic
RAF_Pengam_Moors,NW,St_Isan
RAF_Pengam_Moors,N,Health_Visitors_Office
RAF_Pengam_Moors,SW,Scott_Harbour
RAF_Pengam_Moors,W,Signal_Light
RAF_Pengam_Moors,W,System_Street_MOT_Station
RAF_Pengam_Moors,SW,Haul-4_U
RAF_Pengam_Moors,SW,Flagstaff
RAF_Pengam_Moors,SW,Recreation_Ground
RAF_Pengam_Moors,S,Lighting_Tower
RAF_Pengam_Moors,N,R_M_Guy_Gas_Services_Ltd
RAF_Pengam_Moors,W,Pipelines
RAF_Pengam_Moors,NW,Howard_J_Weare_&_Co
RAF_Pengam_Moors,SW,Interior_Design_&_C-A-D_Workshops
RAF_Pengam_Moors,N,Community_Centre
RAF_Pengam_Moors,W,Multiple_Sclerosis_Society
RAF_Pengam_Moors,SW,Fountain
RAF_Pengam_Moors,N,Subway-1
RAF_Pengam_Moors,SW,Bar
RAF_Pengam_Moors,SW,Y_Senedd
RAF_Pengam_Moors,NE,Display_One_Ltd
RAF_Pengam_Moors,E,Gypsy_Caravan_Site
RAF_Pengam_Moors,W,Thompsons_Solicitors_LLP
RAF_Pengam_Moors,W,Community_Addictions_Unit
RAF_Pengam_Moors,SW,B_B_C_Political_Group
RAF_Pengam_Moors,SW,Craft_in_the_Bay
RAF_Pengam_Moors,SW,Makers_Guild_in_Wales_Craft_in_the_Bay
RAF_Pengam_Moors,N,Four_Elms_Medical_Centres
RAF_Pengam_Moors,SW,Welsh_Liberal_Democrats
RAF_Pengam_Moors,N,Pelcare_Ltd
RAF_Pengam_Moors,SW,The_Makers_Guild
RAF_Pengam_Moors,NE,Pump
RAF_Pengam_Moors,NW,Three_Arches_Ave
RAF_Pengam_Moors,NW,Miranda_Parsons
RAF_Pengam_Moors,SW,Play_Ground
RAF_Pengam_Moors,SW,Depot
Ruperra_Castle,SW,Llanishen_Reservoir
Ruperra_Castle,S,RAF_Pengam_Moors
Ruperra_Castle,SW,Birchgrove_railway_station
Ruperra_Castle,SW,Cathays_railway_station
Ruperra_Castle,SW,Cefn_Onn_Halt_railway_station
Ruperra_Castle,W,Abertridwr_railway_station
Ruperra_Castle,W,Caerphilly_railway_station
Ruperra_Castle,N,Crosskeys_railway_station
Ruperra_Castle,W,Caerphilly_Castle
Ruperra_Castle,E,Allt-yr-yn
Ruperra_Castle,S,Pontyprennau_Pharmacy
Ruperra_Castle,SW,Fort_Castle_Field
Ruperra_Castle,SW,Llys_Enfys
Ruperra_Castle,SW,Hackerford_Rd
Ruperra_Castle,SW,Celyn_Avenue
Ruperra_Castle,SW,Ty_Maeth
Ruperra_Castle,S,Sundial
Ruperra_Castle,SW,St_Isan
Ruperra_Castle,S,Health_Visitors_Office
Ruperra_Castle,SW,Allotment_Gardens
Ruperra_Castle,SW,Royal_College_of_Nursing
Ruperra_Castle,SW,Monmouth_House
Ruperra_Castle,S,R_M_Guy_Gas_Services_Ltd
Ruperra_Castle,SW,Howard_J_Weare_&_Co
Ruperra_Castle,SW,Boiler_Plant_Maintenance_Glamorgan_Ltd
Ruperra_Castle,S,Community_Centre
Ruperra_Castle,S,Subway-1
Ruperra_Castle,S,Display_One_Ltd
Ruperra_Castle,S,Gypsy_Caravan_Site
Ruperra_Castle,SW,Royal_College_of_Nursing-Welsh_Board
Ruperra_Castle,S,Four_Elms_Medical_Centres
Ruperra_Castle,S,Pelcare_Ltd
Ruperra_Castle,SE,Pump
Ruperra_Castle,SW,Miranda_Parsons
Sardis_Road,S,Beddau_Halt_railway_station
Sardis_Road,SE,Church_Village
Sardis_Road,SE,Church_Village_Halt_railway_station
Sardis_Road,NE,Cilfynydd
Sardis_Road,W,Clydach_Vale
Sardis_Road,SW,Coed-Ely
Sardis_Road,SW,Coed_Ely_railway_station
Sardis_Road,S,Cross_Inn_railway_station
Sardis_Road,W,Dinas_Rhondda_railway_station
Sardis_Road,SE,Efail_Isaf_railway_station
Sardis_Road,E,Cefn_Eglwysilan
Sardis_Road,E,Abertridwr_railway_station
St_Davids_Cardiff,NE,Capitol_Centre
St_Davids_Cardiff,SW,Cardiff_Story
St_Davids_Cardiff,NW,Cardiff_town_walls
St_Davids_Cardiff,NW,Hilton_Cardiff
St_Davids_Cardiff,N,New_Theatre_Cardiff
St_Davids_Cardiff,E,Driving_Test_Centre-Cardiff
St_Davids_Cardiff,N,Henrys_Cafe_Bar
St_Davids_Cardiff,E,Everyday_Loans_Ltd
St_Davids_Cardiff,N,Vitality_Gym_&_Health_Club
St_Davids_Cardiff,E,Little_Tiger
St_Davids_Cardiff,E,Terrence_Higgins_Trust
St_Davids_Cardiff,W,Castle_Ka
St_Davids_Cardiff,N,Statue-1
St_Davids_Cardiff,NE,Hair_Essentials_Ltd
St_Davids_Cardiff,NW,The_Works
St_Davids_Hotel_&_Spa,SW,Bayscape
St_Davids_Hotel_&_Spa,SW,Cardiff_International_Pool
St_Davids_Hotel_&_Spa,NE,Mermaid_Quay
St_Davids_Hotel_&_Spa,NE,Pierhead_Building
St_Davids_Hotel_&_Spa,E,Lock
St_Davids_Hotel_&_Spa,NW,Business_Centre
St_Davids_Hotel_&_Spa,SW,Watkiss_Way-1
St_Davids_Hotel_&_Spa,N,Road_Tunnel
St_Davids_Hotel_&_Spa,NE,Mermaid_Quay_Waterbus
St_Davids_Hotel_&_Spa,W,Taxi_Vans_Cardiff
St_Davids_Hotel_&_Spa,SW,Weighbridge
St_Davids_Hotel_&_Spa,W,Cardiff_House_Clearance
St_Davids_Hotel_&_Spa,SW,Wharf-Disused
St_Davids_Hotel_&_Spa,S,Fish_Ladder
St_Davids_Hotel_&_Spa,N,Cadwyn_Capital_LLP
St_Davids_Hotel_&_Spa,SW,Appletree_Nursery
St_Davids_Hotel_&_Spa,SW,Cardiff_Yacht_Club
St_Davids_Hotel_&_Spa,SW,Frankie_&_Bennys
St_Davids_Hotel_&_Spa,SW,B_T_Data_Centre_Cardiff_Bay
St_Davids_Hotel_&_Spa,E,Flagstaff
St_Davids_Hotel_&_Spa,N,Bishop_&_Olden_Solicitors
St_Davids_Hotel_&_Spa,SW,Cardiff_Ice_Rink
St_Davids_Hotel_&_Spa,NW,Sewage_Pumping_Station
St_Davids_Hotel_&_Spa,N,Travelling_Crane
St_Davids_Hotel_&_Spa,NE,Y_Senedd
St_Davids_Hotel_&_Spa,SW,Planet_Ice_Cardiff_Arena
St_Davids_Hotel_&_Spa,SW,Cardiff_Bay_Yacht_Club
St_Davids_Hotel_&_Spa,N,Adelaide_Street
St_Davids_Hotel_&_Spa,N,Institute_of_Welsh_Affairs
St_Davids_Hotel_&_Spa,W,Lagoons_&_Wetlands_Nature_Reserve
St_Davids_Hotel_&_Spa,N,Graving_Dock_No-3
St_Davids_Hotel_&_Spa,SW,Watkiss_Way-2
St_Davids_Hotel_&_Spa,S,Play_Ground
St_Davids_Hotel_&_Spa,SW,Gantry
St_Davids_Hotel_&_Spa,NE,Cadwaladers_Ice_Cream
St_Fagans_Castle,E,Cardiff_International_Sports_Stadium
St_Fagans_Castle,E,St_Mary_of_the_Angels_R_C_Church_Canton
St_Fagans_Castle,NE,University_Hospital_of_Wales
St_Fagans_Castle,NE,Whitchurch_Hospital
St_Fagans_Castle,E,Cash_Machine-Royal_Bank_of_Scotland
St_Fagans_Castle,N,Hafal
St_Fagans_Castle,SE,Culver_Financial_Management
St_Fagans_Castle,E,Other_Roads_Films
St_Fagans_Castle,NE,Tank
St_Fagans_Castle,NE,Let_Wise
St_Fagans_Castle,E,Hadfield_Road
St_Fagans_Castle,E,Canton_Rugby_&_Athletic_Club
St_Fagans_Castle,E,Tesco
St_Fagans_Castle,NE,Institute_of_Cancer_&_Genetics
St_Fagans_Castle,SE,Wildwood_Ecology_Ltd
St_Fagans_Castle,N,Agri_Sgj_Ltd
St_Fagans_Castle,E,Jubilee_Park
St_Fagans_Castle,NE,Reservoir_Covered
St_Fagans_Castle,NW,Plymouth_Earl_of_Estates_Ltd
St_Fagans_Castle,SW,Sluice
St_Fagans_Castle,NE,Slot_Cars_Wales_Ltd
St_Fagans_Castle,N,Greenwood_Lane
St_Fagans_Castle,E,Filter_Beds
